Date;Secteur;Commentaire semaine;Commentaire jour;Code_entrée;Entrée;Code_plat;Plat;Code_légumes;Légumes;Code_laitage;Laitage;Code_dessert;Dessert;Code_gouter;Gouter;Code_gouter_02;Gouter_02;is_vege_day;Entrée_bio;Entrée_dur;Entrée_loc;Plat_bio;Plat_dur;Plat_loc;Légumes_bio;Légumes_dur;Légumes_loc;Laitage_bio;Laitage_dur;Laitage_loc;Dessert_bio;Dessert_dur;Dessert_loc;Gouter_bio;Gouter_dur;Gouter_loc;Gouter_02_bio;Gouter_02_dur;Gouter_02_loc;Année;AnnéeISO;Semaine;has_vege_week
2018-05-29;3;;;;Cœur de palmier, tomate, maïs;;;;Flageolets;;Fromage;;Fruit;;Pain/ compote/ lait;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;22;False
2018-05-30;2;;;AB;Taboulé;;;;Courgettes persillées;;Fromage blanc aux fraises;;;;Madeleine/ Cocktail de fruits/ lait;;;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;22;False
2018-05-31;2;;;;Radis;;;;Haricots verts;;;;Crème au caramel/ sablé des flandres;;Pain/ beurre/ banane/ lait;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;22;False
2018-06-01;1;;;;Tomates persillées;;;AB;Pommes persillées;;Fromage;;Fruit;;Pain/ corbeille de fruits/ lait ou fromage;;;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;22;False
2018-06-04;1;;;;Salade de pomme de terre, thon;;;;Petits pois cuisinés;;Fromage;;Fruit;;Pain/ beurre/ barre chocolatée/ lait;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;23;False
2018-06-05;1;;;AB;Betteraves au dés de feta;;;;Salade verte;;;;Fruit;;Cake aux pépites de chocolat/ lait;;;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;23;False
2018-06-06;3;;;AB;Riz niçois (riz, cornichon, tomate, petit pois, poivron);;;;Haricots beurre;;Fromage;AB;Fruit équitable;;Petits suisses/ Compote;;;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2018;2018;23;False
2018-06-07;3;;;;Tomate vinaigrette;;;;Pommes persillées;AB;Yaourt nature;;;;Pain/ confiture/ lait;;;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;2018;2018;23;False
2018-06-08;2;;;BBC;Rillettes, cornichons OU haricots verts vinaigrette;;;;Épinards panachés;;;;Grillé aux pommes;;Pain/ corbeille de fruits/ lait ou fromage;;;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;23;False
2018-06-11;1;;;;Carottes au gruyère;;;AB;Riz;EBR;Yaourt à la fraise;;;;Pain/ beurre/ barre chocolatée/ lait;;;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;24;False
2018-06-12;3;;;AB;Concombre bulgare;;;;Lentilles;;Fromage;;Compote pommes/cassis;;Pain/ confiture/ lait;;;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;24;False
2018-06-13;3;;;;Salade pasta (tagliatelle, tomate, haricot vert, poivron);;;;Brocolis;;;;Crème vanille;;Petit beurre/ yaourt sucré;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;24;False
2018-06-14;1;;;;Émincé de radis vinaigrette;;;;Haricots verts;;;;Flan pâtissier;;Pain/ beurre/ kiwi/ lait;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;24;False
2018-06-15;1;;;;Salade fantaisie (céleri, pomme, raisin);;;;Pommes vapeur;;Fromage;AB;Fruit équitable;;Pain/ corbeille de fruits/ lait ou fromage;;;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2018;2018;24;False
2018-06-18;3;;;AB;Taboulé;;;;Ratatouille;;Fromage;;Fruit;;Pain/ beurre/ barre chocolatée/ lait;;;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;25;False
2018-06-19;3;;;AB;Betteraves persillées;;;;Flageolets;;Fromage;;Fruit;;Pain/ compote/ lait;;;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;25;False
2018-06-20;3;;;;Salade bicolore (chou rouge et blanc, pomme, raisin sec);;;;Salade verte;;Petits suisses aux fruits;;;;Crème vanille/ sablé des flandres;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;25;False
2018-06-21;3;;;;Pastèque;;;;Carottes aux pruneaux;;;;Far nature;;Pain/ beurre/ poire/ lait;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;25;False
2018-06-22;1;;;BBL;Saucisson à l'ail/ salade OU macédoine vinaigrette;;;AB;Courgettes provençales;;Fromage;;Fraises au sucre;;Pain/ corbeille de fruits/ lait ou fromage;;;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;25;False
2018-06-25;1;;;;Œufs durs/ salade;;;;;;Fromage;;Fruit;;Pain/ beurre/ barre chocolatée/ lait;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;26;False
2018-06-26;3;;;;Carottes à l'ananas;;;;Frites;EBR;Yaourt à l'abricot;;;;Pain/ confiture/ lait;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;26;False
2018-06-27;2;;;;Salade piémontaise (pomme de terre, tomate, jambon, œuf, cornichon) OU salade pomme de terre, tomate, cornichon);;;;Haricots beurre;;Fromage blanc;;Fraises;;Madeleine/ compote/ lait;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;26;False
2018-06-28;3;;REPAS D'ÉTÉ;;Melon;;;;;;;AB;Barre glacée/ jus de pommes;AB;Pain au lait/ jus de fruit;;;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;2018;2018;26;False
2018-06-29;3;;;;Tomates au basilic;;;;Ratatouille paysanne;;Fromage;AB;Fruit équitable;;Pain/ corbeille de fruits/ lait ou fromage;;;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2018;2018;26;False
2018-07-02;1;;;AB;Concombre à la menthe;;;;Salade verte;;;;Crème au chocolat/ petit beurre;;Pain/ beurre/ kiwi/ lait;;;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;27;False
2018-07-03;2;;;;Cœur de palmier, maïs, poivrons;;;;Jardinière fraîche;;Fromage;;Fruit;;Cake auxx pépites de chocolat;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;27;False
2018-07-04;1;;;;Pastèque;;;;Petit pois, carottes;;;;Semoule au lait;;Petits suisses/ banane;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;27;False
2018-07-05;2;;REPAS DE SUBSTITUTION;;REPAS DE SUBSTITUTION;;;;;;REPAS DE SUBSTITUTION;;REPAS DE SUBSTITUTION;;GOÛTER DE SUBSTITUTION;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;27;False
2018-07-06;3;;;AB;Salade de pâte/ mayonnaise;;;;tomate à la croque/ betteraves;;Fromage;;Fruit;;Pain/ beurre/ corbeille de fruits/ lait ou fromage;;;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;27;False
2018-07-09;1;;;AB;Carottes feta;EBR/SVP;Parmentier de légumes;;;EBR;Yaourt aux abricots;;;AB;Barre bretonne/ abricots/ lait;;;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;2018;2018;28;True
2018-07-10;3;;;;Riz niçois;;Poulet label au jus;;Haricots verts;;Fromage;;Fruit de saison;;Pain/ beurre/ barre chocolatée/ lait;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;28;True
2018-07-11;1;;;;Salade Yvette (poivron, céleri, thon, persil, mayonnaise);;Escalope de dinde label, sauce tomate;;Coquillettes;;Fromage;;Fruit de saison;;Pain au lait/ jus de fruits;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;28;True
2018-07-12;2;;;;Tomates persillées;AB/VBF;Steak haché;;Frites;;Fromage;;Compote tous fruits;;Pain/ beurre/ Brugnon/ lait ou fromage;;;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;28;True
2018-07-13;3;;;;Melon;;Filet de lieu, beurre citron;AB;Gratin de courgettes;;;;Chou à la crème;;Pain/ beurre/ corbeille de fruits/ lait ou fromage;;;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;28;True
2018-07-16;1;;;AB;Œuf dur/ mayonnaise;AB/SVP;Gratin de boulgour;;Salade verte;;;;Crème à la vanille;;Barre bretonne/ pêche/ lait;;;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;29;True
2018-07-17;3;;;;Salade de pomme de terre/ thon;;Sauté de poulet antillais;;Petits pois cuisinés;;Fromage;AB;Fruit de saison;;Pain/  beurre/ barre chocolatée/ lait;;;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2018;2018;29;True
2018-07-18;2;;;AB/SVP;Blé aux petits légumes;VPF;Rôti de porc aux herbes OU rôti de dinde aux herbes;;Haricots beurre;;Petits suisse;;Fruit de saison;;Pain au lait/ jus de fruits;;;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;29;True
2018-07-19;3;;;;Pastèque;VBF;Sauté de bœuf flamand;AB;Riz pilaf;;;;Timbale glacée;;Pain beurre/ brugnon/ lait;;;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;29;True
2018-07-20;3;;;AB;Concombre bulgare;;Filet de lieu sauce crème;AB;Jardinière de légumes;;;;Semoule au lait;;Pain/ beurre/ corbeille de fruits/ lait ou fromage;;;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;29;True
2018-07-23;1;;;;Cœur de palmier / maïs / poivron;AB/VBF;Tortis bolognaise;;;;Fromage;;Fruit de saison;;Barre bretonne/ abricots/ lait;;;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;30;True
2018-07-24;1;;;AB;Taboulé;;Filet de lieu, sauce beurre blanc;;Carottes ménagères;;Fromage;;Fruit de saison;;Pain/  beurre/ barre chocolatée/ lait;;;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;30;True
2018-07-25;2;;;AB;Salade grecque (tomate, concombre, feta);;Veau marengo;AB;Semoule;;;;Petits suisses aux fruits;;Pain au lait/ jus de fruits;;;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;30;True
2018-07-26;1;;;;Melon;AB/SVP;Omelette;;Ratatouille;;Fromage blanc;;Spéculos;;Pain beurre/ brugnon/ lait;;;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;30;True
2018-07-27;2;;;;Choux-fleurs, sauce aurore;AB/VPF;Galette/ Saucisse OU saucisse de volaille;;Salade verte;;;;Far aux pommes;;Pain/ beurre/ corbeille de fruits/ lait ou fromage;;;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;30;True
2018-07-30;2;;;AB;Salade carodis (carotte, radis noir);VBF;Rôti de bœuf froid;;Frites;EBR;Yaourt à la fraise;;;;Barre bretonne/ prunes/ lait;;;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;31;True
2018-07-31;3;;;;Pastèque;AB/SVP;Riz safrané aux légumes;;Salade verte;;;;Île flottante;;Pain/ beurre/ barre chocolatée/ lait;;;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;31;True
2018-08-01;2;;;AB;Tomates au basilic;VPF;Sauté de porc charcutier OU Rôti de dinde charcutière;;Brocolis panachés;;Fromage;;Fruit de saison;;Pain au lait/ jus de fruits;;;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;31;True
2018-08-02;2;;;;Salade de pâtes/ mayonnaise;;Rôti de veau au jus;AB;Julienne de légumes d'été;;;;Cône glacé;;Pain beurre/ brugnon/ lait;;;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;31;True
2018-08-06;1;;;;Salade fromagère (salade verte, gruyère);SVP/AB;Œufs durs, sauce aurore;AB;Semoule;;;;Fruit de saison;;Barre bretonne/ pêche/ lait;;;True;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;32;True
2018-08-07;1;;;AB;Carottes au dés d'ananas;;Poulet rôti label au jus;AB;Gratin de courgettes;;Riz au lait;;;;Pain/ beurre/ barre chocolatée/ lait;;;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;32;True
2018-08-08;2;;;AB;Tomates persillées;VBF;Rôti de bœuf froid;;Frites;;Carré frais;;Compote tous fruits;;Pain au lait/ jus de fruits;;;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;32;True
2018-08-09;2;;;;Melon;;Timbale milanaise;;;;;;Crème au chocolat/ crêpes dentelles;;Pain/ beurre/ brugnon/ lait;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;32;True
2018-08-10;1;;;;Salade lentilles;;Filet de lieu, sauce provençale;;Haricots verts;AB;Yaourt nature;;;;Pain/ beurre/ corbeille de fruits/ lait ou fromage;;;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;2018;2018;32;True
2018-08-13;3;;;AB;Concombre vinaigrette;AB/SVP;Riz safrané aux légumes;;;;;;Crème vanille nappé de caramel;;Barre bretonne/ pêche/ lait;;;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;33;True
2018-08-14;1;;;ab;Taboulé;VPF;Sauté de bœuf, sauce marocaine;Haricots beurre;;;Fromage;;Fruit de saison;;Pain/ beurre/ barre chocolatée/ lait;;;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;33;True
2018-08-16;3;;;;Pastèque;VPF;Rôti de porc au jus OU rôti de dinde au jus;;Frites;;Petits suisse nature;;Dés d'ananas;;Pain/ beurre/ brugnon/ lait;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;33;True
2018-08-17;1;;;AB;Tomates, œuf dur;;Poisson pané;AB;Gratin de courgettes;;;;Timbale glacée;;Pain/ beurre/ corbeille de fruits/ lait ou fromage;;;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;33;True
2018-08-20;1;;;;Cœur de palmier/ maïs/ thon;;Tajine d'agneau aux pruneaux;AB;Semoule aux épices;;Fromage;;Fruit de saison;;Barre bretonne/ pêche/ lait;;;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;34;False
2018-08-21;2;;;;Melon;EBR/VBF;Courgettes parmentieres;AB;Salade verte;AB;yaourt nature;;;;Pain/ beurre/ barre chocolatée/ lait;;;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;2018;2018;34;False
2018-08-22;2;;;;Radis;;Escalope de dinde label aux herbes;;Petit pois / carottes;;;;Chou à la crème;;Pain au lait/ jus de fruits;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;34;False
2018-08-23;2;;;AB;Carottes persillées;AB;Galette / tomate/ fromage;;Salade verte;;;;Compote pomme / fraise;;Pain/ beurre/ brugnon/ lait;;;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;34;False
2018-08-24;2;;;BBC/AB;Pâté de campagne OU betteraves;;Filet de lieu, sauce beurre blanc;AB;Jardinière de légumes;;Fromage;AB;Banane équitable;;Pain/ beurre/ corbeille de fruits/ lait ou fromage;;;False;True;True;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2018;2018;34;False
2018-08-25;2;;;;Salade fromagère (salade, gruyère);AB;Paëlla de dinde;;;;Fromage;;Fruit;;Barre bretonne/ Pêche/ lait;;;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;34;False
2018-08-26;3;;;AB;Salade de pâte au thon;;Poulet rôti label au jus;;Haricots verts;;Fromage;;Fruit;;Pain/ beurre/ barre chocolatée/ lait;;;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;34;False
2018-08-27;2;;;;Pastèque;EBR/SVP;Parmentier de légumes;;Salade verte;;Fromage;;Cocktail de fruits;;Pain au lait/ jus de fruits;;;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;35;True
2018-08-28;3;;PAS DE CENTRES;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;35;True
2018-08-29;3;;PAS DE CENTRES;;;;;;;;;;;;;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;35;True
2018-09-03;2;;;;Pamplemousse;VBF;Lasagne de bœuf;;Salade verte;EBR;Yaourt aux fruits des bois;;;;Pain/ beurre/ barre chocolatée/ lait;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;36;False
2018-09-04;3;;;AB;Concombre aus dés de feta;AB;Omelette;;Ratatouille paysane;;Riz au lait;;;;Pain/ beurre/ prunes/ lait;;;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;36;False
2018-09-05;1;;;AB;Taboulé;VPF;Jambon braisé aux champignons;;Haricots verts;;Fromage;;Fruit;;Madeleine/ compote/ lait;;;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;36;False
2018-09-06;3;;;;Melon;VBF/AB;Coquillettes bolognaise;;Flageolets;;Fromage;AB;Banane équitable;;Pain/ confiture/ lait;;;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2018;2018;36;False
2018-09-07;2;;;BBC;Rillettes OU macédoine vinaigrette;;Filet de saumon;;Épinards panachés;;Éclair au chocolat;;;;Pain/ corbeille de fruits/ lait ou fromage;;;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;36;False
2018-09-10;2;;;AB;Chou rouge aux raisins;;Poulet rôti label au jus;;Frites;;Fromage;;Compote de pommes/ fraises;;Pain/ beurre/ barre chocolatée/ lait;;;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;37;True
2018-09-11;3;;;AB;Betteraves mimosa;AB/SVP;Semoule aux légumes de couscous;;;;Fromage;FLS;Fruit de saison;;Pain/ confiture/ lait;;;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;37;True
2018-09-12;3;;;;Tomate basilic;VPF;Escalope de porc OU rôti de dinde label aux herbes;;Salsifis panachés;;Semoule au lait;;;;Pain/ beurre/ pomme/ lait;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;37;True
2018-09-13;2;;;;Radis;VBF;Sauté de bœuf flamand;AB;Pommes lyonnaises;;Fromage;AB;Banane équitable;;Pain/ compote/ lait;;;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2018;2018;37;True
2018-09-14;1;;;;Carottes râpées persillées;;Filet de lieu aux petits légumes;;Gratin de brocolis panachés;;;;Grilllé aux pommes;;Pain/ corbeille de fruits/ lait ou fromage;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;37;True
2018-09-17;1;;;AB;Céleri rémoulade;AB/ SVP;Gratin de boulghour;;Salade verte;;Fromage blanc;;;;Pain/ beurre/ barre chocolatée/ lait;;;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;38;True
2018-09-18;2;;;AB;Salade de thon / pommes de terre;VPF;Saucisse de porc OU saucisse de volaille;AB;Lentilles;;Fromage;;Fruit;;Crème dessert/ petit beurre;;;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;38;True
2018-09-19;3;;;AB;Taboulé;;Escalope de dinde label sauce crème;;Haricots beurre;;Petits suisses aux fruits;;;;Pain/ beurre/ pomme / lait;;;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;38;True
2018-09-20;1;;;;Cœur de palmier, maïs, tomate;VBF;Rôti de bœuf au jus;;Haricots blancs;;Fromage;AB/FLS;Fruit de saison;AB;Pain/ beurre/ banane équitable/ lait ou fromage;;;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;2018;2018;38;True
2018-09-21;1;;;BBC/AB;Pâté de campagne OU betteraves;;Filet de lieu;;Courgettes provençales;;;;Far aux pommes;;Pain/ corbeille de fruits / lait ou fromage;;;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;38;True
2018-09-24;2;;;;Macédoine mayonnaise;;Sauté de poulet label marengo;;Semoule;;Fromage;FLS;Fruit de saison;;Pain/ beurre/ barre chocolatée/ lait;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;39;False
2018-09-25;2;;;;Pamplemouse;AB;Gratin de pommes de terre au fromage frais;;Salade verte;;;;Compote tous fruits;;Pain/ confiture/ lait;;;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;39;False
2018-09-26;1;;;;Tomates/ maïs/ poivrons;VPF;Jambon braisé OU rôti de dinde label;;Choux de Bruxelles panchés;AB;Yaourt nature;;;;Madeleine/ compote/ lait;;;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;2018;2018;39;False
2018-09-27;1;;;AB;Concombre au fromage blanc;VBF;Sauté de bœuf, sauce marocaine;;Haricots verts;;Crème au chocolat;;Palet breton;;Pain/ beurre/ pomme/ lait;;;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;39;False
2018-09-28;2;;;;Potage poireaux / pommes de terre;;Filet de lieu;AB;Riz / ratatouille;;Fromage;;Banane équitable;;Pain/ corbeille de fruit/ lait ou fromage;;;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;39;False
2018-10-01;2;;;AB;Betteraves vinaigrette;SVP;Omelette;;Frites;;Fromage;AB/FLS;Fruit de saison;;Pain/ beurre/ barre chocolatée/ lait;;;True;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2018;2018;40;True
2018-10-02;2;;;AB;Salade fantaisie (céleri, pomme, raisin sec);VPF;Sauté de porc  OU sauté de dinde dijonnais;;Petit pois / carottes;;Crème vanille;;Crêpes dentelles;;Pain/ beurre/ poire/ lait;;;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;40;True
2018-10-03;1;;;AB;Blé aux légumes;;Sauté de dinde label agenais;;Haricots beurre;;Fromage;;Fruit;;Cake aux pépites de chocolat/ lait chaud;;;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;40;True
2018-10-04;3;;;;Radis;VBF;Rôti de bœuf au jus;AB;Pommes vapeur;;Fromage;;Fruit;;Pain/ beurre/ banane/ lait;;;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;40;True
2018-10-05;2;;;BBC;Saucisson à l'ail OU macédoine vinaigrette;;Filet de saumon;;Gratin de courgette;;;;Chou à la crème;;Pain/ corbeille de fruit/ lait ou fromage;;;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;40;True
2018-10-08;3;;;;Pamplemousse;VPF;Sauté de porc OU sauté de volaille à la tomate;;Haricots blancs;;Crème caramel;;;;Pain/ beurre/ barre chocolatée/ lait;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;41;True
2018-10-09;2;;;AB;Carottes râpées aux dés de feta;AB/SVP;Chili aux légumes;;;EBR;Yaourt aux fruits des bois;;;;Pain/ compote/ lait;;;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;41;True
2018-10-10;1;;;AB;Salade piémontaise (pomme de terre, tomate, jambon, œuf, cornichon) OU salade de pomme de terre;;Escalope de dinde label, sauce charcutière;;Choux braisés;;Petits suisses;;Fruit;;Cocktail de fruits/ madeleine/ lait;;;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;41;True
2018-10-11;2;;;;Radis;VBF;Parmentier crécy;;Salade verte;;Semoule au lait;;;;Pain/ beurre/ poire/ lait;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;41;True
2018-10-12;2;;;;Cœur de palmier, maïs, salade;;Filet de lieu, sauce beurre citron;AB;Pommes de terre persillées;;Fromage;AB;Banane équitable;;Pain/ corbeille de fruits/ lait ou fromage;;;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2018;2018;41;True
2018-10-15;3;;;AB;Chou rouge aux raisins;AB/ SVP;Riz safrané aux légumes;;Salade verte;;Fromage;;Compote pommes / cassis;;Pain/ beurre/ barre chocolatée/ lait;;;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;42;True
2018-10-16;3;;;AB;Maquereau/ pommes de terre;VPF;Rôti de porc OU rôti de dinde aux herbes label;;Haricots verts à la provençale;;Fromage;AB;Pomme;;Crème vanille/ madeleine;;;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2018;2018;42;True
2018-10-17;1;;;;Asperges vinaigrette;VPF;Tartiflette de porc OU de dinde label;;Salade verte;;;;Cocktail de fruits;;Petits suisses/ compote;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2018;2018;42;True
