Date;Secteur;Commentaire semaine;Commentaire jour;Code_entrée;Entrée;Code_plat;Plat;Code_légumes;Légumes;Code_laitage;Laitage;Code_dessert;Dessert;Code_gouter;Gouter;Code_gouter_02;Gouter_02;is_vege_day;Entrée_bio;Entrée_dur;Entrée_loc;Plat_bio;Plat_dur;Plat_loc;Légumes_bio;Légumes_dur;Légumes_loc;Laitage_bio;Laitage_dur;Laitage_loc;Dessert_bio;Dessert_dur;Dessert_loc;Gouter_bio;Gouter_dur;Gouter_loc;Gouter_02_bio;Gouter_02_dur;Gouter_02_loc;Année;AnnéeISO;Semaine;has_vege_week
2023-06-06;1;;;;Carottes vinaigrette de framboise;FR / DUR;Poulet OU Nuget's végé*;;Frites;BIO;Yaourt;;;BIO;Pain / beurre Pomme Lait;BIO;Pain Pomme;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;True;False;False;True;False;False;2023;2023;23;True
2023-06-07;3;;Repas Froid;;;FR / DUR;Rôti de dinde;;Salade de pâtes aux légumes et tomates cerises;;Fromage;;Fruit de saison;;Cookie Fromage blanc;;;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2023;2023;23;True
2023-06-08;2;;;;Radis et rondelé nature;FR / DUR;Sauté de veau sauce lyonnaise OU Galette yumi texas*;;Flageolets;;;;Chou à la crème;BIO;Pain Abricots secs Lait;BIO;Pain Abricots secs;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;2023;2023;23;True
2023-06-09;2;;;BIO;Saucisson à l'ail cornichon OU Macédoine;;Lieu noir  beurre sauce oseille;;Riz pilaf;;Fromage;;Mélange fruits exotiques;BIO;Pain / beurre Corbeille de fruits Lait ou fromage;BIO;Pain au lait Banane équitable;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;2023;2023;23;True
2023-06-12;1;;Salade bar';;;VEGE / BIO;Carottes batonnet, houmous, salade de lentilles, concombre féta, riz niçois;;Salade verte;;;BIO;Crèpe au sucre;BIO;Pain / beurre Pomme Lait;;Brioche Pomme;True;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;2023;2023;24;True
2023-06-13;3;;;;Tomates, Mozza billes;FR / BIO / DUR;Rôti de porc OU Rôti de dinde OU Mélange indien*;BIO;Haricots blancs;;Fromage blanc;;Raisins secs;BIO;Pain / Beurre Barre chocolatée Lait;BIO;Pain Barre chocolatée;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;False;2023;2023;24;True
2023-06-14;1;;;;Salade verte;VEGE;Galette fromage tomate;;;;Semoule au lait caramel beurre salé;;;BIO;Mini quatre quarts Compote pomme-fraise;;;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;2023;2023;24;True
2023-06-15;3;;;;Pamplemousse;FR;Sauté de boeuf marocain OU Galette de haricots blanc*;BIO;Coquillettes;;;BIO;Compote pomme-framboise;BIO;Barre bretonne Yaourt;BIO;Pain Banane équitable;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;True;False;False;True;False;False;2023;2023;24;True
2023-06-16;3;;;;Salade mexicaine;;Lieu noir;;Ratatouille et pommes de terre;;Fromage;BIO;Fruit de saison;BIO;Pain / beurre Corbeille de fruits Lait ou fromage;BIO;Pain au lait Abricots;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;2023;2023;24;True
2023-06-19;1;;;BIO;Pommes de terre sardines;FR / DUR;Poulet OU Mélange mexicain*;;Petits pois carottes;;Fromage;BIO;Fruit de saison;BIO;Barre bretonne Barre chocolatée   Lait;;Barre bretonne Barre chocolatée;False;True;False;False;False;True;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;2023;2023;25;True
2023-06-20;3;;Repas Froid;;;VEGE;Œufs durs sauce cocktail, taboulé;;Salade verte féta;;Fromage blanc;;Fruit de saison;BIO;Pain Crème de gruyère Pomme;BIO;Pain Pomme;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;2023;2023;25;True
2023-06-21;3;;;BIO;Pastèque;VEGE;Falafels sauce boulgour;BIO;Boulgour aux petits légumes;;Fromage;;Fruit cuit;;Madeleine Crème à la vanille;;;True;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2023;2023;25;True
2023-06-22;3;;Menu de fin d'année;;MENU DE FÊTE;;MENU DE FÊTE;;MENU DE FÊTE;;MENU DE FÊTE;;MENU DE FÊTE;;;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2023;2023;25;True
2023-06-23;3;;;BIO;Rillettes cornichon OU Macédoine;;Saumon sauce dieppoise;;Gratin de courgette;;;BIO;Banane équitable;BIO;Pain / beurre Corbeille de fruit Lait ou fromage;BIO;Pain au lait Abricots Lait;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;2023;2023;25;True
2023-06-26;1;;;;Concombre à la crème;;Paëlla OU Paëlla végé*;;;BIO;Yaourt;;;BIO;Pain / Beurre Barre chocolatée Lait;;Brioche Barre chocolatée;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;2023;2023;26;True
2023-06-27;3;;;;;VEGE / BIO;Omelette;;Ratatouille et pommes de terre;;Fromage;;Fruit de saison;BIO;Cake aux pépites de chocolat Compote pomme;BIO;Pain Abricots;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;2023;2023;26;True
2023-06-28;3;;;;;;Brandade de poisson;;Salade verte;;Petits suisses aux fruits;BIO;Fruit de saison;BIO;Pain Crème de gruyère Raisins secs;;;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;2023;2023;26;True
2023-06-29;3;;;BIO;Tomates, Mozza billes;FR;Rôti de boeuf OU Boulette de lentilles*;;Semoule;;Crème à la vanille;;Petits beurre;BIO;Pain / beurre Pomme Lait;;Pain Pomme;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;2023;2023;26;True
2023-06-30;3;;Repas Froid;;Tomates cerises;;Lieu noir mayonnaise;;Macédoine;;;;Éclair au chocolat;BIO;Pain / beurre Corbeille de fruits Lait ou fromage;BIO;Pain au lait Banane équitable;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;2023;2023;26;True
2023-07-03;3;;;;Betteraves dés de féta;VEGE;Dahl de lentilles corail;BIO;Riz pilaf;;;;Fruit de saison;BIO;Pain / beurre Barre chocolatée Lait;;;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;2023;2023;27;True
2023-07-04;2;;;BIO;Pastèque;FR / DUR;Rôti de dinde OU Mélange indien*;;Jardinière de légumes;BIO;Yaourt nature;;;BIO;Pain / Beurre Abricots Lait;BIO;Pain Abricots;False;True;False;False;False;True;False;False;False;False;True;False;False;False;False;False;True;False;False;True;False;False;2023;2023;27;True
2023-07-05;3;;;;Concombre vinaigrette;FR / BIO;Timbale milanaise de porc OU Volaille OU Timbale végé*;;;;Fromage blanc;;Figuettes;BIO;Mini quatre quarts Compote pomme-framboise;;;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;2023;2023;27;True
2023-07-06;3;;Repas de réserve;;REPAS DE RÉSERVE;;REPAS DE RÉSERVE;;REPAS DE RÉSERVE;;REPAS DE RÉSERVE;;REPAS DE RÉSERVE;;GOÛTER DE RÉSERVE;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2023;2023;27;True
2023-07-07;3;;Repas froid;;Salade fromagère (salade verte, dés de gruyère);;Riz au thon;BIO;Tomates cerises;;Crème dessert;;Spéculoos;BIO;Pain Corbeille de fruits Lait ou fromage;BIO;Pain au lait Pomme;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;False;2023;2023;27;True
2023-07-10;1;;;;;VEGE;Couscous de légumes;BIO;Semoule;;Fromage;BIO;Fruit de saison;;Pain / Beurre Barre chocolatée Lait;;;True;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2023;2023;28;True
2023-07-13;1;;Repas Froid;;Tomates vinaigrette;BIO;Tortillas;;Salade fromagère;;;;Pot de glace;BIO;Pain / beurre Corbeille de fruit Lait ou fromage;;;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;2023;2023;28;True
2023-07-19;1;;;;;BIO / DUR;Galette saucisse de porc OU de Volaille OU Nugget's végé*;;Salade verte;BIO;Semoule au lait caramel beurre salé;;;BIO;Pain / Beurre Prunes Lait;;;False;False;False;False;True;True;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;2023;2023;29;False
2023-07-24;1;;;BIO;Betteraves féta;FR / DUR;Rôti de dinde OU Omelette*;BIO;Lentilles;;;BIO;Fruit de saison;BIO;Pain / Beurre barre chocolatée Lait;;;False;True;False;False;False;True;False;True;False;False;False;False;False;True;False;False;True;False;False;False;False;False;2023;2023;30;True
2023-07-27;1;;;BIO;Tomate vinaigrette;VEGE / BIO;Omelette;;Piperade et pommes de terre;;Crème à la vanille;;Petit beurre;BIO;Pain / Beurre Abricots Lait;;;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;2023;2023;30;True
2023-08-01;1;;;;;VEGE / BIO;Boulgour de légumes;;;;Fromage;BIO;Fruit de saison;BIO;Brioche yaourt;;;True;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;2023;2023;31;True
2023-08-04;1;;Repas froid;BIO;Melon;;Lieu;;Macédoine mayonnaise;;Petits suisses aux fruits;;;BIO;Pain / beurre Corbeille de fruits Lait ou fromage;;;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;2023;2023;31;True
2023-08-09;1;;Repas Froid;;;;Club sandwich' (Pain de mie complet, œuf dur, houmous de pois chiches, tomates, emmental, salade verte);;;;;;Glace;;Pain / beurre Pêche Lait;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2023;2023;32;False
2023-08-14;1;;Menu vert;;;FR;Parmentier de courgette OU Galette de lentilles vertes*;;Salade verte;;;;Dessert;BIO;Pain / beurre Barre chocolatée;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;2023;2023;33;False
2023-08-18;1;;;;Perle de blé Surimi;;Saumon, sauce à l'oseille;;Brocolis;;Fromage;BIO;Fruit de saison;BIO;Pain / beurre Corbeille de fruits Lait ou fromage;;;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;2023;2023;33;False
2023-08-23;1;;;BIO;Taboulé;;Poisson pané beurre citron;;Petits pois carottes;;Fromage;BIO;Fruit de saison;BIO;Cake aux pépites de chocolat Abricots;;;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;2023;2023;34;False
2023-08-28;1;;;;Salade verte;FR / BIO / DUR;Galette saucisse de porc OU de Volaille OU Aiguillette de blé*;;;BIO;Yaourt;;Palet breton;BIO;Pain / Beurre Barre chocolatée Lait;;;False;False;False;False;True;True;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;2023;2023;35;False
2023-09-04;1;;RENTRÉE SCOLAIRE;;Pamplemousse;FR;Lasagne OU Lasagne végé*;;Salade verte;BIO;Yaourt;;;BIO;Pain / Beurre Barre chocolatée Lait;;Brioche Barre Chocolatée;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;2023;2023;36;True
2023-09-05;3;;;;Radis rondelé nature;VEGE / BIO;Omelette;;Ratatouille et pommes de terre;;;BIO;Compote pomme-framboise;BIO;Pain Crème de gruyère;BIO;Pain Prunes;True;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;2023;2023;36;True
2023-09-06;1;;;;Betteraves;;Timbale au thon;;;;;;Fruit de saison;BIO;Madeleine Compote pomme;;;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;2023;2023;36;True
2023-09-07;3;;;;Melon;FR;Sauté de bœuf bourguignon OU Galette de lentilles*;;Purée verte;;Fromage;;Moelleux au chocolat;BIO;Pain Confiture Yaourt;BIO;Pain Pomme;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;2023;2023;36;True
2023-09-08;3;;;BIO;Rillettes cornichon OU Macédoine;;Lieu noir à la crème;;Carotte ménagère;;Fromage;BIO;Banane équitable;BIO;Pain / Beurre Corbeille de fruits Lait ou fromage;BIO;Pain au lait Banane équitable;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;2023;2023;36;True
2023-09-11;3;;;;Macédoine mayonnaise;FR / DUR;Rôti de dinde OU Mélange Mexicain*;;Pommes de terre;;Fromage;BIO;Fruit de saison;BIO;Pain / Beurre Barre chocolatée Lait;;Brioche Pomme;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;2023;2023;37;True
2023-09-12;1;;;;;VEGE;Œuf dur, sauce cocktail;;Salade de pâtes billes mozza et tomates cerises;;;;Compote pomme-fraise et mini moelleux nature;BIO;Pain / Beurre Figuettes Lait;BIO;Pain Pêche;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;2023;2023;37;True
2023-09-13;3;;;BIO;Pastèque;;Croq' fromage sauce tomate;;Riz pilaf;;Petits suisses aux fruits;;;BIO;Madeleine Compote de pomme;;;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;2023;2023;37;True
2023-09-14;3;;;BIO;Tomates vinaigrette;FR;Bolognaise OU Galette de lentilles vertes*;BIO;Pâtes;BIO;Riz au lait;;;BIO;Pain Confiture Yaourt nature;BIO;Pain Prunes;False;True;False;False;False;False;False;True;False;False;True;False;False;False;False;False;True;False;False;True;False;False;2023;2023;37;True
2023-09-15;3;;;;Taboulé;;Saumon;BIO;Gratin de courgette;;;BIO;Banane équitable;BIO;Pain / Beurre Corbeille de fruit Lait ou fromage;BIO;Pain au lait Banane équitable;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;True;False;False;True;False;False;2023;2023;37;True
2023-09-18;2;;;;;VEGE;Haricots blancs provençale;;Riz;;Fromage;BIO;Fruit de saison;BIO;Pain / Beurre Barre chocolatée Lait;;Brioche Barre chocolatée;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;2023;2023;38;True
2023-09-19;3;;;;Concombre bulgare;FR / DUR;Poulet OU Mix indien*;;Frites;LOC;Yaourt;;;BIO;Pain / Beurre Pomme Lait;BIO;Pain Pomme;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;True;False;False;True;False;False;2023;2023;38;True
2023-09-20;1;;;;Riz niçois (Riz, cornichon, tomate, petit pois, poivron);BIO;Omelette, sauce tomate;;Haricots verts;;Petits-suisses nature;BIO;Fruit de saison;BIO;Moelleux nature Compote pomme-framboise;;;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;2023;2023;38;True
2023-09-21;2;;Menu enfants Duchesse Anne;;Melon;FR;Sauté de bœuf agenais OU Boulettes de lentilles*;;Purée de pommes de terre;;;;Salade de fruit (Pomme, cerise, pêche, orange, prune);BIO;Pain Crème à la vanille;BIO;Pain Pêche;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;2023;2023;38;True
2023-09-22;3;;;BIO;Rillettes cornichons OU Macédoine;;Lieu noir, sauce diéppoise;BIO;Semoule;;Fromage;BIO;Pomme;BIO;Pain / Beurre Barre chocolatée Lait;BIO;Pain au lait Banane équitable;False;True;False;False;False;False;False;True;False;False;False;False;False;True;False;False;True;False;False;True;False;False;2023;2023;38;True
2023-09-25;2;;;;Salade d'automne (Carotte, céleri, raisin sec, citron);BIO;Rôti de porc OU de Dinde OU Mélange indien*;;Haricots blancs;;Fromage blanc;;;BIO;Pain / Beurre Barre chocolatée Lait;;Barre bretonne Barre chocolatée;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;2023;2023;39;False
2023-09-26;3;;Menu Indien;;Salade verte;;Dahl de lentilles corail;;Riz;;;;Dessert;BIO;Pain / Beurre Pomme Lait;BIO;Pain Pomme;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;2023;2023;39;False
2023-09-27;1;;;;Courgettes batonnet, fromage blanc;FR / DUR;Rôti de dinde OU Pané tomate mozza*;;Jardinière de légumes;;Riz au lait sauce au caramel;;;BIO;Pain Crème de gruyère Abricots secs;;;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;2023;2023;39;False
2023-09-28;2;;;;Tomates mozza billes;FR / DUR;Sauté de poulet forestier OU Tortillas*;BIO;Semoule;;;BIO;Far aux pommes;BIO;Moelleux nature Prune Lait;BIO;Pain Prune;False;False;False;False;False;True;False;True;False;False;False;False;False;True;False;False;True;False;False;True;False;False;2023;2023;39;False
2023-09-29;1;;;BIO;Blé aux légumes;;Lieu noir beurre persillé;BIO;Brocolis panaché;;Fromage;BIO;Fruit de saison;BIO;Pain / Beurre Corbeille de fruits Lait ou fromage;BIO;Pain au lait Pêche;False;True;False;False;False;False;False;True;False;False;False;False;False;True;False;False;True;False;False;True;False;False;2023;2023;39;False
2023-10-02;2;;;BIO;Betteraves vinaigrette;BIO;Saucisse de porc OU de Volaille OU Mélange mexicain*;BIO;Lentilles;;Fromage;;Fruit de saison;BIO;Pain / Beurre Barre chocolatée Lait;;Brioche Barre chocolatée;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;2023;2023;40;True
2023-10-03;1;;;;Tomates féta;VEGE / BIO;Couscous de légumes;;;BIO;Yaourt;;;BIO;Pain / Beurre Prune Lait;BIO;Pain Prune;True;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;True;False;False;True;False;False;2023;2023;40;True
2023-10-04;3;;;BIO;Pâté de campagne cornichons OU Betteraves;BIO;Tortillas;;Boulgour aux petits légumes;;Fromage;BIO;Fruit de saison;BIO;Pain / Beurre Compote pomme-abricot Lait;;;False;True;False;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;2023;2023;40;True
2023-10-05;2;;;;Pamplemousse;FR / DUR;Poulet OU Nugget's végé*;;Pommes lyonnaise;;;;Cocktail de fruits;BIO;Cake aux pépites de chocolat Pomme;BIO;Pain Pomme;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;2023;2023;40;True
2023-10-06;1;;;;Potage de légumes;;Lieu noir beurre citron;;Gratin de chou-fleur;;;BIO;Banane équitable;BIO;Pain / Beurre Barre chocolatée Lait;BIO;Pain au lait Banane équitable;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;2023;2023;40;True
2023-10-09;2;Semaine tout Rennes Cuisine;;;Betteraves au miel;BIO;Omelette;;Purée de potiron et marron cuisiné;;Fromage;;Fruit de saison;BIO;Pain boulanger/ Beurre Barre chocolatée Lait;;Barre bretonne Barre chocolatée;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;2023;2023;41;False
2023-10-10;2;;;BIO;Carottes vinaigrette;;Égréné de légumes provençale;;;BIO;Yaourt;;Fruit cuit;BIO;Brioche pépite de chocolat boulanger Compote pomme;BIO;Brioche boulanger Pomme;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;True;False;False;2023;2023;41;False
2023-10-11;2;;;;Potage de pois cassés;FR / BIO / DUR;Escalope de porc au curry OU Rôti de dinde OU Galette de lentilles vertes*;;Carottes jeunes;;Fromage;;Fruit de saison;;Muffin boulanger Petits suisses aux fruits;;;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2023;2023;41;False
2023-10-12;1;;;;Chou-fleur à la croq'houmous;FR;Rôti de bœuf OU Aiguillettes de blé*;;Frites de patate douce;;;;Dessert de légumineuses;BIO;Pain boulanger Crème de gruyère;BIO;Pain boulanger Poire;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;2023;2023;41;False
2023-10-13;1;;;;Taboulé de boulgour d'hiver;;Saumon beurre citron;BIO;Trio de légumes en gratin;;;BIO;Compote;BIO;Pain / Beurre Corbeille de fruits Lait ou fromage;BIO;Pain au lait Banane équitable;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;True;False;False;True;False;False;2023;2023;41;False
2023-10-16;1;;;;;FR / BIO;Rôti de porc OU de Dinde OU Pané de tomate*;;Haricots Blancs;;Fromage;BIO;Fruit de saison;BIO;Pain / Beurre Barre chocolatée Lait;;Brioche Poire;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;2023;2023;42;True
2023-10-17;3;;;BIO;Betteraves au miel;VEGE;Curry de légumes;;Riz;;Fromage;;Fruit de saison;BIO;Madeleine Compote pomme-framboise;BIO;Pain Pomme;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;2023;2023;42;True
2023-10-18;2;;;BIO;Céleri rémoulade;;Timbale au thon;;;;Crème à la vanille;;Petits beurre;;Moelleux nature Figuettes Lait;;;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;2023;2023;42;True
2023-10-19;3;;;;Salade de croûton;FR;Sauté de bœuf bourguignon OU Galette de haricots rouges*;;Purée de potiron;;Fromage;;Cube d'ananas;BIO;Pain / confiture Petitis suisses aux fruits;BIO;Pain Poire;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;2023;2023;42;True
2023-10-20;3;;;BIO;Rillettes cornichon OU Betteraves;;Lieu noir;;Gratin d'épinards panaché;BIO;Semoule au lait;;Raisins secs;BIO;Pain / Beurre Corbeille de fruit Lait ou fromage;BIO;Pain au lait Banane équitable;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;True;False;False;2023;2023;42;True
2023-10-23;2;Vacances Scolaires;;;;FR;Carbonara de porc OU de Volaille OU végé*;BIO;Tortis;;;BIO;Fruit de saison;BIO;Pain / Beurre Barre chocolatée Lait;;;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;True;False;False;False;False;False;2023;2023;43;True
2023-10-24;1;;;;Salade de croûton;VEGE / BIO;Galette fromage champignons béchamel;;Salade verte;;;;Pomme cuite;BIO;Barre bretonne Compote pomme Lait;;;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;2023;2023;43;True
2023-10-25;2;;;BIO;Carottes vinaigrette miel;;Poisson pané;;Petits pois carottes;BIO;Semoule au lait sauce chocolat;;;BIO;Pain Confiture Kiwi Lait;;;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;2023;2023;43;True
2023-10-26;1;;;BIO;Pommes de terre sardines;FR / DUR;Rôti de veau OU Croq' fromage*;BIO;Chou-fleur;;;;Profiteroles au chocolat;BIO;Pain / Beurre Pomme Lait;;;False;True;False;False;False;True;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;2023;2023;43;True
2023-10-27;1;;;;Crème de carottes;;Eglefin;;Fondue de poireaux;;;BIO;Banane équitable;BIO;Pain / Beurre Corbeille de fruits Lait ou fromage;;;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;2023;2023;43;True
2023-10-30;1;Vacances Scolaires;;BIO;Betteraves vinaigrette;;Brandade de poisson;;;;;BIO;Fruit de saison;BIO;Pain / Beurre Barre chocolatée Lait;;;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;2023;2023;44;False
2023-10-31;1;;;;Salade d'hiver (Carotte, céleri, pomme, raisin sec, citron);FR / DUR;Blanquette de veau OU Mix indien*;BIO;Coquillettes;;Fromage blanc;;Abricots secs;BIO;Cake aux pépites de chocolat Compote pomme-abricot;;;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;2023;2023;44;False
2023-11-02;1;;;;Salade fromagère (salade verte, dés de gruyère);BIO;Omelette;;Purée de potiron;;;BIO;Compote pomme-abricot Madeleine;;Pain / Beurre Petits suisses Kiwi;;;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2023;2023;44;False
2023-11-03;3;;;BIO;Pâté de campagne cornichons OU Macédoine;;Saumon sauce oseille;;Épinard panaché;;Fromage;BIO;Fruit de saison;BIO;Pain / Beurre Corbeille de fruits Lait ou fromage;;;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;2023;2023;44;False
2023-11-06;3;;Rentrée scolaire;BIO;Carottes râpées vinaigrette;;Tarte fromage;;Salade verte;;;;Compote pomme-poire;BIO;Pain / Beurre Barre chocolatée Lait;BIO;Barre bretonne Clémentine Lait;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;2023;2023;45;False
2023-11-07;2;;;BIO;Pamplemousse;BIO;Omelette;;Ratatouille et pommes de terre;LOC;Yaourt;;;BIO;Pain / Beurre Pomme Lait;BIO;Pain Pomme;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False;True;False;False;True;False;False;2023;2023;45;False
2023-11-08;1;;;;Salade de pâtes aux 3 couleurs;FR / DUR / BIO;Sauté de poulet à la crème OU Tortillas*;;Haricots verts;;Fromage;BIO;Fruit de saison;BIO;Brioche Compote pomme;;;False;False;False;False;True;True;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;2023;2023;45;False
2023-11-09;1;;;;Radis rondelé nature;FR / BIO;Sauté de bœuf Bourguignon OU Boulette de lentilles vertes*;;Carottes et pommes de terre;;;BIO;Crèpe au caramel beurre salé;BIO;Pain Poire Fromage blanc;BIO;Pain Poire;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;2023;2023;45;False
2023-11-10;2;;;;Salade coleslaw (Chou blanc, carotte, raisin sec, mayonnaise);;Lieu noir au parprika;BIO;semoule;;Fromage blanc;;;BIO;Pain / Beurre Corbeille de fruits Lait ou fromage;BIO;Pain au lait Banane équitable;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;False;2023;2023;45;False
2023-11-13;3;;;;Betteraves;VEGE / BIO;Dahl de lentilles corail;;Riz pilaf;;Fromage;;Fruit de saison;BIO;Pain / Beurre Barre chocolatée Lait;;Brioche Barre Chocolatée;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;2023;2023;46;True
2023-11-14;1;;;BIO;Céleri, raisins secs;DUR;Poulet OU Mélange mexicain*;;Frites;;;BIO;Compote pomme;BIO;Pain / Beurre Pomme Lait;BIO;Pain Pomme;False;True;False;False;False;True;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;2023;2023;46;True
2023-11-15;3;;;;Salade de légumineuses (lentille, pois chiche);BIO;Omelette;;Petits pois carottes;;Petits suisses aux fruits;BIO;Fruit de saison;BIO;Madeleine Compote pomme-poire;;;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;2023;2023;46;True
