Plat,Est_Vegetarien,Est_Vegetarien_Ameliore,Est_Vegetarien_Final
Filet de lieu dugléré,False,False,False
,False,False,False
Rôti de porc OU dinde au jus,False,False,False
Rôti de bœuf au jus,False,False,False
Poisson pané,False,False,False
Poulet rôti label rouge,False,False,False
Omelette,False,True,True
Pot-au-feu,False,False,False
Dos de lieu sauce armoricaine,False,False,False
Chili de légumes,False,True,True
Saucisse OU saucisse de volaille,False,False,False
Brandade de poisson,False,False,False
Rôti de veau au jus,False,False,False
Filet de saumon,False,False,False
Gratin de pommes de terre au fromage frais,False,True,True
Rougaille de saucisse OU de volaille,False,False,True
Filet de poulet sauce crème,False,False,False
Bœuf flamand,False,False,False
Filet de lieu,False,False,False
Poulet rôti label rouge,False,False,False
Riz safrané aux légumes,False,True,True
Rôti de dinde au jus,False,False,False
Sauté de poulet sauce tomate,False,False,False
Couscous de légumes,False,True,True
Jambon braisé OU rôti de dinde sauce chasseur,False,False,False
Rôti de bœuf au jus,False,False,False
Filet de lieu sauce oseille,False,False,False
Omelette,False,True,True
Escalope de porc OU rôti de dinde au jus,False,False,False
Parmentier de crécy,False,False,False
Saumon sauce au beurre blanc,False,False,False
Gratin de boulgour,False,True,True
Sauté de porc OU rôti de dinde sauce paprika,False,False,False
Escalope de dinde aux herbes,False,False,False
Rôti de veau au jus,False,False,False
Filet de lieu sauce suchet,False,False,False
Rôti de dinde label au jus,False,False,False
Chili de légumes,False,True,True
Jambon braisé OU Rôti de dinde sauce champignons,False,False,False
Egg'Burger/ jus de pomme,False,False,False
Filet de lieu sauce provençale,False,False,False
Couscous de légumes,False,True,True
Poisson pané/ beurre citron,False,False,False
Sauté de poulet au curry,False,False,False
REPAS DE RESERVE,False,False,False
Rôti de porc 1/2 sel OU rôti de dinde au jus,False,False,False
Émincé de poulet basquaise,False,False,False
Riz safranné aux légumes,False,True,True
Sauté de bœuf provençale,False,False,False
Rôti de porc OU émincé de poulet au jus,False,False,False
Filet de lieu beurre citron,False,False,False
Paëlla,False,False,True
Sauté de porc OU rôti de dinde agenais,False,False,False
"Gnocchi à la romaine, sauce tomate",False,False,True
Rôti de bœuf froid,False,False,False
Filet de lieu,False,False,False
Parmentier de courgettes,False,True,True
Gratin de pommes de terre au fromage frais,False,True,True
Omelette,False,True,True
Poulet rôti label au jus,False,False,False
Rôti de porc OU rôti de dinde,False,False,False
Brandade de poisson,False,False,False
"Filet de saumon, sauce oseille",False,False,False
"Filet de saumon, sauce oseille",False,False,False
Filet de saumon,False,False,False
Gratin de boulghour,False,True,True
Rôti de veau au jus,False,False,False
Escalope milanaise,False,False,False
Galette saucisse OU saucisse de volaille,False,False,False
"Filet de lieu, sauce crème",False,False,False
Blanquette de veau,False,False,False
Gratin de pommes de terre et fromage frais,False,True,True
"Blanc de poulet, sauce louisiane",False,False,False
Rôti de porc OU de dinde froid,False,False,False
"Filet de lieu, sauce tomate",False,False,True
Omelette,False,True,True
Paëlla,False,False,True
Sauté de bœuf aux champignons,False,False,False
Tajine d'agneau,False,False,False
Bolognaise,False,False,False
Poulet rôti au jus,False,False,False
Parmentier de légumes d'été,False,True,True
Filet de saumon,False,False,False
"Rôti de bœuf, sauce rose",False,False,False
"Blanc de poulet, sauce barbecue",False,False,False
Couscous de légumes,False,True,True
,False,False,False
,False,False,False
Lasagnes de bœuf,False,False,False
Omelette,False,True,True
Saucisse de porc OU de volaille,False,False,True
Bœuf à la bolognaise,False,False,False
Filet de lieu sauce à l'estragon,False,False,False
Rôti de porc OU rôti de dinde au jus,False,False,False
Gratin de boulghour,False,True,True
Escalope de volaille label à la provençale,False,False,False
Sauté de bœuf marocain,False,False,False
Filet de lieu sauce à la crème,False,False,False
Riz safrané,False,False,False
Poulet rôti label au jus,False,False,False
Jambon braisé OU rôti de dinde aux champignons,False,False,False
Bolognaise,False,False,False
Filet de lieu sauce méditerranéenne,False,False,False
Brandade de poisson,False,False,False
Haricots blancs à la provençale,False,False,True
Saucisse OU saucisse de volaille,False,False,False
Blanc de poulet sauce suprême,False,False,False
Pot-au-feu,False,False,False
Filet de lieu sauce tomate,False,False,False
Cassoulet OU sauté de dinde/ saucisse de volaille,False,False,False
Omelette,False,True,True
Escalope de dinde label sauce crème,False,False,False
Parmentier crécy,False,False,False
Filet de lieu beurre citron,False,False,False
Couscous de légumes,False,True,True
Poulet rôti label au jus,False,False,False
Sauté de porc OU sauté de dinde dijonnais,False,False,False
Rôti de bœuf au jus,False,False,False
Filet de lieu au beurre blanc,False,False,False
Gnocchis sauce tomate,False,False,True
Blanquette de veau,False,False,False
Aiguillettes de poulet sauce suprême,False,False,False
Jambon braisé OU rôti de dinde sauce forestière,False,False,False
Filet de saumon sauce oseille,False,False,False
Rôti de dinde au jus,False,False,False
Poisson pané beurre citron,False,False,False
Parmentier de légumes d'hiver,False,True,True
Galette/ saucisse OU saucisse de volaille,False,False,False
Lasagne,False,False,False
Omelette,False,True,True
Escalope de porc OU rôti de dinde sauce curry,False,False,False
Bolognaise,False,False,False
Filet de lieu,False,False,False
Gratin de boulgour,False,True,True
Escalope de porc OU rôti de dinde,False,False,False
Bolognaise,False,False,False
Filet de lieu sauce curry,False,False,False
Riz safrané,False,False,False
Sauté de porc OU sauté de dinde dijonnais,False,False,False
Kig ha farz,False,False,False
Poulet rôti,False,False,False
Filet de lieu à la crème,False,False,False
Rôti de dinde label,False,False,False
Gratin de pomme de terre au fromage frais,False,True,True
Jambon braisé OU rôti de dinde label forestière,False,False,False
Bœuf bourguignon,False,False,False
Filet de saumon,False,False,False
Omelette à la provençale,False,True,True
Rôti de porc OU sauté de dinde,False,False,False
Blanc de poulet à la crème,False,False,False
Tajine de veau,False,False,False
Filet de lieu sauce hollandaise,False,False,False
Haricots blancs à la provençale,False,False,True
Blanquette de dinde,False,False,False
Brandade de poisson,False,False,False
Rôti de bœuf,False,False,False
Filet de lieu,False,False,False
Saucisse OU saucisse de volaille,False,False,False
Gratin de boulghour,False,True,True
Poisson pané,False,False,False
Éffiloché de canard confit et ses pommes,False,False,False
Filet de lieu sauce suchet,False,False,False
Timbale milanaise,False,False,False
Filet de saumon,False,False,False
Galette/ tomate/ fromage,False,False,True
Sauté de poulet sauce suprême,False,False,False
Saucisse OU saucisse de volaille,False,False,False
Filet de lieu sauce armoricaine,False,False,False
Parmentier de légumes d'hiver,False,True,True
Rôti de dinde label,False,False,False
Lasagnes,False,False,True
Lasagnes,False,False,True
Omelette,False,True,True
Omelette,False,True,True
Jambon braisé OU rôti de dinde sauce chasseur,False,False,False
Jambon braisé OU rôti de dinde sauce chasseur,False,False,False
Goulash de bœuf,False,False,False
Filet de lieu sauce dugléré,False,False,False
Filet de lieu sauce dugléré,False,False,False
Couscous de légumes,False,True,True
Saucisse OU saucisse de volaille,False,False,False
Escalope de dinde label au paprika,False,False,False
Hachis parmentier,False,False,False
Filet de saumon,False,False,False
Riz safrané,False,False,False
Sauté de porc OU Rôti de dinde à l'indienne,False,False,False
Émincé de volaille à la crème,False,False,True
Rôti de veau,False,False,False
Filet de lieu/ beurre ciboulette,False,False,False
Gratin de boulgour,False,True,True
Sauté de dinde sauce au curry,False,False,False
Brandade de poisson,False,False,False
Rôti de bœuf,False,False,False
Filet de lieu au beurre persillé,False,False,False
Poulet label,False,False,False
Haricots blancs à la provençale,False,False,True
Escalope de porc OU rôti de dinde,False,False,False
Sauté de bœuf flamand,False,False,False
Filet de lieu sauce crème,False,False,False
Couscous de légumes,False,True,True
Rôti de porc OU de dinde,False,False,False
Blanc de poulet sauce normande,False,False,False
Rôti de bœuf,False,False,False
Filet de saumon,False,False,False
Blanquette de volaille label,False,False,True
Filet de lieu sauce beurre citronée,False,False,False
Bolognaise végétale,False,False,False
Rôit de veau,False,False,False
Croziflette,False,False,False
Sauté de veau au curry,False,False,False
Filet de lieu sauce tomate,False,False,False
Timbale milanaise OU dés de dinde,False,False,False
Rôti de dinde label,False,False,False
Gnocchi à la romaine,False,False,False
Lasagnes,False,False,True
Omelette,False,True,True
Jambon braisé OU rôti de dinde sauce champignons,False,False,False
Rôti de bœuf,False,False,False
Filet de lieu à l'estragon,False,False,False
Gratin de boulgour,False,True,True
Sauté de porc agenais OU rôti de dinde,False,False,False
Rôti de bœuf,False,False,False
Filet de saumon,False,False,False
Omelette,False,True,True
Couscous,False,True,True
Rôti de porc 1/2 sel OU sauté de dinde,False,False,False
Sauté de bœuf marcocain,False,False,False
Filet de lieu sauce tomate,False,False,False
Rôti de porc OU rôti de dinde,False,False,False
Riz safrané,False,False,False
Blanc de poulet sauce paprika,False,False,False
Tajine d'agneau,False,False,False
Filet de lieu/ beurre citron,False,False,False
Tomates cerise - Salade de pommes de terre au thon,False,False,False
Salade de lentilles - Dés de féta - Tomates cerise,True,True,True
Taboulé - Œuf mimosa,False,True,True
Riz niçois - Thon,False,False,False
Salade de pâtes aux trois couleurs - Œuf mimosa,False,False,True
,False,False,False
,False,False,False
Jambon de dinde,False,False,False
,False,False,False
,False,False,False
,False,False,False
,False,False,False
,False,False,False
,False,False,False
,False,False,False
,False,False,False
Rôti de dinde froid,False,False,False
Rôti de porc ou sauté de dinde,False,False,False
Rôti de porc ou sauté de dinde,False,False,False
,False,False,False
,False,False,False
,False,False,False
Aiguillettes de poulet,False,False,False
Rôti de dinde label,False,False,False
,False,False,False
,False,False,False
Rôti de dinde label,False,False,False
,False,False,False
Blanc de poulet,False,False,False
,False,False,False
,False,False,False
,False,False,False
Aiguillettes de poulet,False,False,False
Rôti de dinde label,False,False,False
Poisson pané,False,False,False
Omelette,False,True,True
Filet de poulet,False,False,False
Rôti de bœuf,False,False,False
Rôti de porc OU rôti de dinde,False,False,False
Jambon braisé froid OU filet de poulet,False,False,False
Poisson pané,False,False,False
Œuf dur,False,False,False
Cordon bleu,False,False,True
Poulet,False,False,False
Roulé de saumon / mayonnaise,False,False,False
Rôti de veau,False,False,False
"Veggi mix (pois chiches, lentilles)",True,True,True
Filet de poulet,False,False,False
Poisson pané,False,False,False
Saucisse de porc OU de volaille,False,False,True
Chili con carné,False,False,False
,False,False,False
Timbale milanaise,False,False,False
Filet de lieu,False,False,False
Poulet rôti,False,False,False
Parmentier de légumes d'été,False,True,True
Rôti de bœuf,False,False,False
Sandwich Fallafel (pain pita),False,False,False
"Filet de lieu, sauce crème",False,False,False
Parmentier de courgettes,False,True,True
"Blanc de poulet, sauce barbecue",False,False,False
"Galette, saucisse de porc OU de volaille",False,False,True
Sauté de bœuf provençale,False,False,False
,False,False,False
Rôti de dinde,False,False,False
Filet de saumon froid,False,False,False
Jambon braisé froid OU rôti de dinde,False,False,False
Rôti de porc 1/2 sel,False,False,False
Gnocchi,False,False,False
"Escalope de dinde, sauce basilic",False,False,True
Poulet rôti,False,False,False
PAS DE CENTRE,False,False,False
PAS DE CENTRE,False,False,False
Lasagne de bœuf,False,False,False
Escalope de porc sauce forestière ou Rôti de dinde,False,False,False
Omelette,False,True,True
Omelette,False,True,True
Filet de lieu sauce tomate,False,False,False
Gratin de boulgour,False,True,True
Poulet,False,False,False
Jambon braisé OU Rôti de dinde sauce barbecue,False,False,False
Jambon braisé OU Rôti de dinde sauce barbecue,False,False,False
Rôti de bœuf,False,False,False
Dos de lieu à la provençale,False,False,False
Rôti de porc OU Sauté de dinde,False,False,False
Couscous de légumes,False,True,True
Blanquette de volaille,False,False,True
Blanquette de volaille,False,False,True
Rôti de bœuf,False,False,False
Saumon à l'oseille,False,False,False
Poulet Tandoori,False,False,False
"Bolongnaise végétale (quinoa, carotte, oignon)",True,True,True
Rôti de dinde,False,False,False
Parmentier crécy,False,False,False
Pot au feu,False,False,False
Filet de lieu beurre / citron,False,False,False
Riz safrané,False,False,False
Émincé de volaille aux champignons,False,True,True
Escalope de porc OU Rôti de dinde,False,False,False
Rôti de bœuf,False,False,False
Filet de lieu sauce normande,False,False,False
Gratin de pâtes brocoli,False,True,True
Rôti de porc aux herbes OU Sauté de dinde OU Boulette de lentilles*,True,True,True
Escalope de dinde OU Omelette*,False,True,True
Sauté de bœuf marocain OU Aiguillette de blé*,False,False,False
Filet de saumon à l'oseille,False,False,False
Gratin de boulgour,False,True,True
Saucisse de porc OU de Volaille OU Galette de soja tomate*,True,True,True
Blanc de poulet sauce suprème OU Omelette*,False,True,True
BolognaiseOU Galette de lentilles corail boulgour*,True,True,True
Filet de lieu beurre estragon,False,False,False
Gnocchi à la romaine,False,False,False
Brandade de poisson,False,False,False
Sauté de veau milanaise OU galette de soja à la tomate *,True,True,True
Tortis carbonara de porc OU de volaille OU carbonara végétale *,False,False,True
Filet de saumon,False,False,False
Sauté de porc OU rôti de dinde sauce piquante OU aiguillettes de blé et carottes *,False,False,False
Rôti de veau OU galette de soja au citron *,True,True,True
Émincé de volaille sauce colombo OU Omelette *,False,True,True
Galette de tomate et fromage,False,False,True
Filet de lieu sauce hollandaise,False,False,False
Lasagne OU lasagne de légumes*,False,True,True
Omelette,False,True,True
Jambon braisé à la châtaigne OU rôti de dinde OU galette de soja au citron*,True,True,True
Sauté d'agneau marengo OU boulettes de lentilles*,True,True,True
Filet de lieu beurre ciboulette,False,False,False
Bolognaise végétal,False,False,False
Poulet Label OU Aiguillette de blé*,False,False,False
Parmentier de potiron OU Galette de soja citron*,True,True,True
Filet de lieu beurre ciboulette,False,False,False
Sauté de porc dijonais OU de Volaille OU Galette de soja citron*,True,True,True
Couscous de légumes,False,True,True
Escalope de dinde sauce crème OU omelette*,False,True,True
Bœuf bourguignon OU Boulette de lentilles corail*,True,True,True
Filet de saumon,False,False,False
Gratin de boulgour,False,True,True
Émincé de dinde OU Indian veggie *,False,False,False
Jambon braisé sauce forestière OU Rôti de dinde OU Galette de lentilles corail boulgour*,True,True,True
Rôti de bœuf OU Omelette*,False,True,True
Filet de lieu sauce suchet,False,False,False
Haricots blancs à la provençale,False,False,True
Galette saucisse OU Galette tomate fromage,False,False,True
Blanquette de volaille OU Aiguillettes de blé et carotte*,False,False,True
Sauté de bœuf flamand OU Boulette de lentilles*,True,True,True
Filet de lieu sauce tomate,False,False,False
Riz safrané,False,False,False
Poulet Label OU Aiguillette de blé*,False,False,False
Escalope de porc sauce moutarde OU Rôti de dinde OU Omelette*,False,True,True
Bœuf flamand OU Galette de lentilles corail*,True,True,True
Filet de lieu beurre citron,False,False,False
Sauté de porc dijonnais OU Rôti de dinde OU galette de soja tomate*,True,True,True
Couscous de légumes,False,True,True
Poisson pané,False,False,False
Ballotin de poulet aux marrons OU Nuggets de blé*,False,False,False
Filet de saumon,False,False,False
Brandade de poisson,False,False,False
Escalope de dinde OU Galette de lentilles corail*,True,True,True
Galette de fromage et tomate,False,False,True
Rôti de porc au marrons OU Rôti de dinde OU Omelette*,False,True,True
Gnocchi à la romaine,False,False,False
Blanquette de volaille OU Galette de soja citron*,True,True,True
Pâtes carbonara de porc OU de Volaille OU Omelette*,False,True,True
Filet de lieu à l'oseille,False,False,False
Lasagne OU Lasagne de légumes*,False,True,True
Omelette,False,True,True
Jambon braisé sauce au poivre OU Rôti de dinde OU Boulette de lentilles*,True,True,True
Bœuf flamand OU Galette de soja tomate*,True,True,True
Filet de saumon,False,False,False
Sauté de porc agenais OU Rôti de dinde OU Aiguillette de blé carottes*,False,False,False
Couscous de légumes,False,True,True
Escalope de dinde Label OU Mélange légumineuses Mexicain*,False,False,False
Tajine de veau OU Omelette*,False,True,True
Filet de lieu à l'estragon,False,False,False
Poulet rôti Label OU Galette de soja tomate*,True,True,True
Gratin de pâtes au brocoli,False,True,True
Escalope de porc forestière OU Rôti de dinde OU Omelette *,False,True,True
Parmentier de crécy OU Aiguillette de blé carotte*,False,False,False
Filet de lieu sauce curry,False,False,False
Gratin de boulgour,False,True,True
Porc au caramel OU Sauté de dinde OU Aiguillette de blé carotte *,False,False,False
Émincé de volaille sauce crème OU Galette de soja au citron *,True,True,True
Pot au feu OU Boulette de lentilles*,True,True,True
Filet de lieu beurre persillé,False,False,False
Riz safrané,False,False,False
Saucisse de porc OU saucisse de volaille OU Galette de soja au citron *,True,True,True
Blanc de poulet à la milanaise OU Aiguillette de blé carotte,False,False,False
Parmentier de Crècy OU Omelette*,False,True,True
Saumon,False,False,False
Poulet Label OU Aiguillette de blé carottes*,False,False,False
Omelette,False,True,True
Brandade de poisson,False,False,False
Bolognaise OU Galette de lentilles*,True,True,True
Filet de lieu beurre citron,False,False,False
Rôti de porc OU Rôti de dinde OU Galette de soja à la tomate*,True,True,True
Gratin de boulgour,False,True,True
Blanquette de volaille OU Aiguillette de blé *,False,False,True
Bolognaise OU Boulette de lentilles*,True,True,True
Filet de lieu beurre persillé,False,False,False
Escalope de dinde Label au curry OU Aiguillette de blé *,False,False,False
Rôti de veau OU Galette de soja au citron*,True,True,True
Poisson pané,False,False,False
Parmentier de légumes d'hiver,False,True,True
Filet de lieu,False,False,False
Gnocchi à la romaine,False,False,False
Sauté de veau sauce champignons OU Galette de lentilles *,True,True,True
Croziflette de porc OU de volaille OU Croziflette sans viande *,False,False,True
Rôti de dinde OU Mélange légumineuse mexicain *,False,False,False
Saumon à l'oseille,False,False,False
Lasagnes OU Lasagnes de légumes *,False,True,True
Omelette,False,True,True
Jambon braisé OU Rôti de dinde OU Galette de soja au citron*,True,True,True
Rôti de bœuf OU Boulette de lentilles*,True,True,True
Filet de lieu,False,False,False
Gratin de boulgour,False,True,True
Saucisse de porc OU Saucisse de volaille OU Galette de soja à la tomate*,True,True,True
Escalope de dinde Label sauce crème OU Mix veggie mexicain *,False,False,False
Sauté de bœuf marocain OU Omelette*,False,True,True
Filet de saumon,False,False,False
Haricots blancs à la provençale,False,False,True
Couscous à la dinde OU Couscous de légumes *,False,True,True
Rôti de porc OU Sauté de dinde OU Omelette*,False,True,True
Sauté de bœuf marocain OU Boulette de lentilles*,True,True,True
Filet de lieu sauce tomate,False,False,False
Rôti de porc OU Rôti de dinde OU Galette de soja à la tomate *,True,True,True
Riz safrané,False,False,False
Blanc de poulet sauce paprika OU Aiguillette de blé aux carottes*,False,False,False
Tajine de veau OU Omelette*,False,True,True
Filet de lieu sauce citron,False,False,False
Bolognaise végétale,False,False,False
Jambon braisé sauce chasseur OU Rôti de dinde OU Veggie mix *,False,False,False
Parmentier de crécy OU Omelette*,False,True,True
Dos de lieu,False,False,False
Gratin de pommes de terre au fromage frais,False,True,True
Rôti de porc OU Rôti de dinde OU Veggie mix mexicain*,False,False,False
Émincé de poulet sauce colombo OU Boulette de lentilles*,True,True,True
Sauté de bœuf flamand OU Galette de soja au citron*,True,True,True
Filet de saumon sauce estragon,False,False,False
Poulet rôti Label OU Galette de lentilles*,True,True,True
Couscous de légumes,False,True,True
Poisson pané OU Aiguillettes de blé aux carottes*,False,False,False
Sauté de bœuf flamand OU Omelette *,False,True,True
Filet de lieu à la sauce tomate,False,False,False
Blanc de volaille à la crème OU Galette de soja au citron*,True,True,True
Brandade de poisson,False,False,False
Choucroute garnie OU Choucroute végétale,False,False,False
Gnocchi à la romaine et sauce tomate,False,False,True
Rôti de veau sauce forestière OU Aiguillette de blé aux carottes*,False,False,False
Rôti de dinde Label  OU Boulette de lentilles*,True,True,True
Filet de lieu au beurre persillé,False,False,False
Galette à la tomate et au fromage,False,False,True
Blanquette de veau OU Omelette*,False,True,True
Timbale milanaise OU Timbale végétale*,False,False,False
Lasagne OU Lasagne de légumes*,False,True,True
Omelette,False,True,True
"Dos de lieu, sauce crème",False,False,False
Gratin de pâtes aux brocolis,False,True,True
Poisson pané,False,False,False
Escalope de dinde Label à la crème OU Aiguillettes de blé et carotte*,False,False,False
Sauté de bœuf flamand OU Galettes de soja à la tomate*,True,True,True
Filet de lieu sauce provençale,False,False,False
Couscous de légumes,False,True,True
Rougail de saucisse de porc OU saucisse de volaille OU Rougail végétale*,False,False,True
Sauté de poulet marengo OU Galettes de lentilles corail*,True,True,True
Saumon,False,False,False
Riz safrané,False,False,False
Poulet Label OU Boulette de lentilles*,True,True,True
Rôti de porc OU Rôti de dinde OU Mix veggie mexicain*,False,False,False
Hachis parmentier OU Galette de soja au citron*,True,True,True
"Filet de lieu, sauce beurre et ciboulette",False,False,True
Omelette,False,True,True
"Poisson pané, citron",False,False,False
Pâtes carbonara de porc OU de volaille OU végétale*,False,False,True
Rôti de bœuf OU Omelette*,False,True,True
"Filet de lieu, sauce tomate",False,False,True
Haricots blancs à la provençale,False,False,True
Rôti de dinde Label OU Mix veggie indian*,False,False,False
Brandade de poisson,False,False,False
Hachis parmentier OU Galette de soja à la tomate*,True,True,True
Saumon à l'oseille,False,False,False
Gratin de boulgour,False,True,True
Sauté de porc OU Sauté de dinde au paprika OU Galette de boulgour*,False,False,False
Escalope de dinde Label sauce basquaise OU Omelette*,False,True,True
Nugget's OU Nugget's végétale*,False,False,False
Filet de lieu,False,False,False
Omelette,False,True,True
Sauté de porc au paprika OU Sauté de dinde OU mix veggie indian*,False,False,False
Blanc de poulet Label sauce barbecue OU Aiguillettes de blé carotte*,False,False,False
Sauté de bœuf marocain OU Galette de soja au citron*,True,True,True
Filet de lieu,False,False,False
Repas de réserve,False,False,False
Rôti de porc OU Rôti de dinde OU Salade de pâtes*,False,False,False
Galette saucisse de porc OU de volaille OU Galette gruyère et tomate cerise*,False,False,True
Filet de saumon froid,False,False,False
"Salade de lentilles, salade de pomme de terre, concombre et dés de feta",True,True,True
Escalope de porc OU Rôti de dinde OU Omelette*,False,True,True
Parmentier de courgette OU Aiguillette de blé*,False,False,False
Gratin de pâtes au thon,False,True,False
Poulet OU Omelette*,False,True,True
Blanquette de veau OU Galette de soja au citron*,True,True,True
Sauté de bœuf au paprika OU Aiguillettes de blé carottes*,False,False,False
Carbonara de porc OU de volaille OU Carbonara végétale*,False,False,True
"Filet de lieu, beurre citron",False,False,False
Escalope de porc OU de dinde OU Galette de soja tomate*,True,True,True
Galette saucisse de porc OU de volaille OU Aiguillette de blé*,False,False,True
Lasagne OU Lasagne de légumes*,False,True,True
Omelette,False,True,True
Poulet OU Galette de soja à la tomate*,True,True,True
Riz safrané,False,False,False
Escalope de porc dijonnaise OU Rôti de dinde OU Mélange mexicain*,False,False,False
Rôti de bœuf OU Boulette de lentilles*,True,True,True
Filet de saumon OU Omelette*,False,True,True
Gratin de boulgour,False,True,True
Saucisse de porc OU de Volaille OU Mélange indien végétal*,False,False,True
Blanquette de dinde OU Aiguillette de blé aux carottes*,False,False,False
Sauté de bœuf provençale OU Galette de lentilles*,True,True,True
Filet de lieu sauce beurre citron OU Galette de soja à la tomate*,True,True,True
Couscous de légumes,False,True,True
Fish and Chips,False,False,False
Escalope de porc OU Rôti de dinde OU Mélange indien mix*,False,False,False
Rôti de veau OU Galette de soja au citron*,True,True,True
Filet de lieu au curry OU Tortillas*,False,False,False
Rôti de dinde OU Galette de lentilles*,True,True,True
Gratin de pâtes aux brocolis,False,True,True
Brandade de poisson OU Nugget's végé et purée*,False,False,True
Parmentier de crécy OU Aiguillettes de blé*,False,False,False
Filet de lieu à la crème OU Omelette*,False,True,True
Poulet OU Aiguillette de blé*,False,False,False
Coquillettes de poireaux à la béchamel,False,False,False
Escalope de porc OU Rôti de dinde OU Omelette*,False,True,True
Pot au feu OU Boulette de lentilles*,True,True,True
Filet de lieu sauce Suchet OU Mélange mix mexicain*,False,False,False
Omelette,False,True,True
Saucisse de porc OU de Volaille OU Mix veggie indien*,False,False,True
Timbale milanaise de porc OU de Volaille OU Timbale végétale*,False,False,True
Parmentier de crécy OU Galette de soja à la tomate*,True,True,True
Filet de saumon à l'oseille OU Boulette de lentilles*,True,True,True
Bolognaise végétale,False,False,False
Sauté de porc agenais OU Rôti de dinde OU Mélange mix mexicain*,False,False,False
Émincé de volaille à la crème OU Galette de soja au citron*,True,True,True
Rôti de boeuf OU Omelette*,False,True,True
Filet de lieu sauce beurre blanc OU Aiguilette de blé aux carottes*,False,False,False
Rôti de dinde OU Galette de soja au citron*,True,True,True
Carbonara de porc OU de Volaille OU Végétarienne*,True,True,True
Galette de tomate fromage,False,False,True
Blanquette de veau OU Mélange couscous*,False,False,False
Filet de lieu à l'oseille OU Mix veggie mexicain*,False,False,False
Poulet OU Aiguillette de blé aux carottes*,False,False,False
Rôti de veau OU Galettes de lentilles*,True,True,True
"Gnocchis à la romaine, sauce provençale",False,False,False
Filet de saumon OU Omelette*,False,True,True
Lasagnes OU Lasagnes de légumes*,False,True,True
Omelette,False,True,True
Brandade de poisson,False,False,False
Filet de lieu sauce beurre blanc,False,False,False
Haricots blancs à la provençale,False,False,True
Poulet OU Galette de soja à la tomate*,True,True,True
Escalope de porc dijonaise OU Rôti de dinde OU Aiguillettes de blé aux carottes*,False,False,False
Bolognaise OU Mélange mexicain*,False,False,False
Filet de lieu sauce crème,False,False,False
Omelette,False,True,True
Rôti de porc OU Sauté de dinde OU Mélange mexicain*,False,False,False
Galette de tomate fromage,False,False,True
Bœuf bourguignon OU Galette de lentilles*,True,True,True
Filet de lieu,False,False,False
Bolognaise végétale,False,False,False
Sauté de porc agenais OU Rôti de dinde OU Aiguillette de blé aux carottes*,False,False,False
Blanquette de dinde OU Boulette de lentilles*,True,True,True
Lasagne OU Lasagne végétale *,False,False,False
Filet de saumon à l'oseille,False,False,False
Sauté de porc agenais OU Sauté de dinde OU Mélange mix à la provençale*,False,False,False
Couscous de légumes,False,True,True
Poisson pané beurre citron,False,False,False
Rôti de boeuf OU Galette de soja à la tomate*,True,True,True
Filet de lieu à la crème,False,False,False
Paëlla végétarienne,True,True,True
Rôti de dinde OU Galette de lentilles*,True,True,True
Escalope de porc sauce dijonnaise OU Rôti de dinde OU Omelette*,False,True,True
Ballotin de volaille à la châtaigne OU nuggets de blé,False,False,True
Filet de lieu à la ciboulette,False,False,False
Poulet OU Galette de lentilles*,True,True,True
Tartiflette de porc OU Volaille OU Tartiflette végétarienne*,True,True,True
Rôti de veau OU Mélange mix indien*,False,False,False
Galette tomate fromage,False,False,True
Filet de lieu sauce beurre citron,False,False,False
Blanquette de veau OU Galette de soja citron*,True,True,True
Boulette de lentilles sauce provençale,True,True,True
Chipolatas OU Rôti de dinde OU Omelette*,False,True,True
Rôti de dinde OU Aiguillettes de blé*,False,False,False
Filet de saumon à l'oseille,False,False,False
Lasagnes OU Lasagnes de légumes*,False,True,True
Omelette,False,True,True
Escalope de porc à la crème OU Rôti de dinde OU Boulette de lentilles*,True,True,True
Rôti de bœuf OU Galette de soja à la tomate*,True,True,True
Filet de lieu au curry,False,False,False
Rôti de porc OU Rôti de dinde OU Galette de soja*,True,True,True
Coquillettes poireaux béchamel,False,False,False
Blanquette de volaille OU Aiguillette de blé*,False,False,True
Sauté de bœuf flamand OU Boulette de lentilles*,True,True,True
Filet de lieu sauce oseille,False,False,False
Bolognaise végétale,False,False,False
Nems aux légumes,False,True,True
Escalope de porc aux champignons OU Rôti de dinde OU Tortillas*,False,False,False
Rôti de veau OU Galette de soja à la tomate*,True,True,True
Filet de saumon au beurre blanc,False,False,False
Riz safrané,False,False,False
Rôti de porc OU Rôti de dinde OU Galette de soja au citron*,True,True,True
Poisson pané,False,False,False
Sauté de bœuf marocain OU Omelette*,False,True,True
Filet de lieu à la crème,False,False,False
Rôti de porc OU Rôti de dinde OU Galette de soja à la tomate*,True,True,True
Gratin de boulgour,False,True,True
Sauté de poulet tandorri OU Mélange provençale*,False,False,False
Rôti de bœuf OU Tortillas*,False,False,False
Filet de lieu sauce tomate,False,False,False
Escalope de porc OU Rôti de dinde OU Galette de soja à la tomate*,True,True,True
Brandade de poisson,False,False,False
Rôti de veau OU Mélange mexicain*,False,False,False
Gnocchi à la romaine,False,False,False
Filet de lieu sauce dieppoise,False,False,False
Falafels,True,True,True
Tajine de veau OU Boulette de lentilles*,True,True,True
Croziflette OU Croziflette végétarienne*,True,True,True
